season,week,celebrity_name,avg_judge_score,simulated_vote_share,rank_combination_rank,percentage_combination_rank
15,5,Sabrina Bryan,9.750000,0.136396,1,1
15,5,Shawn Johnson,9.416667,0.129105,2,3
15,5,Apolo Anton Ohno,9.416667,0.129390,3,2
15,5,Melissa Rycroft,9.416667,0.126881,4,5
15,5,Gilles Marini,9.416667,0.106378,5,8
15,5,Emmitt Smith,9.333333,0.128165,6,4
15,5,Kirstie Alley,8.750000,0.123011,7,6
15,5,Kelly Monaco,8.583333,0.120673,8,7
15,6,Melissa Rycroft,9.833333,0.153146,1,1
15,6,Apolo Anton Ohno,10.000000,0.144333,2,2
15,6,Shawn Johnson,9.333333,0.148256,3,3
15,6,Kirstie Alley,9.166667,0.148328,4,4
15,6,Sabrina Bryan,10.000000,0.001601,5,8
15,6,Kelly Monaco,9.000000,0.145490,6,5
15,6,Gilles Marini,9.166667,0.118605,7,7
15,6,Emmitt Smith,8.833333,0.140242,8,6
15,7,Melissa Rycroft,12.999967,0.160589,1,1
15,7,Shawn Johnson,12.666600,0.159746,2,2
15,7,Kelly Monaco,12.000000,0.154781,3,3
15,7,Emmitt Smith,11.499967,0.146098,4,4
15,7,Apolo Anton Ohno,11.000000,0.140105,5,5
15,7,Gilles Marini,11.166600,0.116869,6,6
15,7,Kirstie Alley,9.333300,0.121813,7,7
15,8,Melissa Rycroft,10.000000,0.159113,1,2
15,8,Emmitt Smith,9.685133,0.164861,2,1
15,8,Apolo Anton Ohno,9.759233,0.158594,3,4
15,8,Kelly Monaco,9.444433,0.163427,4,3
15,8,Gilles Marini,9.759233,0.110602,5,6
15,8,Shawn Johnson,9.277767,0.157486,6,5
15,8,Kirstie Alley,8.500000,0.085918,7,7
15,9,Shawn Johnson,9.833333,0.229702,1,1
15,9,Melissa Rycroft,9.592567,0.219017,2,3
15,9,Kelly Monaco,9.037000,0.232602,3,2
15,9,Apolo Anton Ohno,9.537000,0.175188,4,4
15,9,Emmitt Smith,9.000000,0.143492,5,5
15,10,Kelly Monaco,9.703633,0.338611,1,1
15,10,Melissa Rycroft,9.777700,0.330005,2,2
15,10,Shawn Johnson,9.648100,0.331384,3,3
16,1,Zendaya,8.000000,0.109441,1,1
16,1,Dorothy Hamill,7.000000,0.094546,2,3
16,1,Kellie Pickler,7.000000,0.095603,3,2
16,1,Alexandra Raisman,7.000000,0.094454,4,4
16,1,Jacoby Jones,6.666667,0.090083,5,5
16,1,Sean Lowe,6.333333,0.084312,6,6
16,1,Ingo Rademacher,6.666667,0.073991,7,7
16,1,Wynonna Judd,6.000000,0.082335,8,8
16,1,Victor Ortiz,6.000000,0.081368,9,9
16,1,Andy Dick,5.666667,0.075566,10,10
16,1,Lisa Vanderpump,6.000000,0.064191,11,11
16,1,D. L. Hughley,4.000000,0.054110,12,12
16,2,Zendaya,8.666667,0.116356,1,1
16,2,Kellie Pickler,8.666667,0.115411,2,2
16,2,Alexandra Raisman,8.000000,0.105899,3,3
16,2,Jacoby Jones,7.666667,0.101369,4,4
16,2,Sean Lowe,6.666667,0.087170,5,6
16,2,Andy Dick,6.666667,0.087198,6,5
16,2,Ingo Rademacher,6.666667,0.072957,7,8
16,2,Wynonna Judd,6.000000,0.081241,8,7
16,2,Victor Ortiz,6.000000,0.080008,9,9
16,2,Lisa Vanderpump,6.000000,0.063333,10,10
16,2,D. L. Hughley,5.333333,0.070230,11,11
16,2,Dorothy Hamill,5.000000,0.018829,12,12
16,3,Zendaya,8.666600,0.121878,1,1
16,3,Jacoby Jones,8.666600,0.119503,2,2
16,3,Kellie Pickler,8.333333,0.116075,3,3
16,3,Alexandra Raisman,7.666667,0.106531,4,4
16,3,Victor Ortiz,7.666667,0.105670,5,5
16,3,Sean Lowe,7.000000,0.095572,6,6
16,3,Ingo Rademacher,7.000000,0.079737,7,7
16,3,Andy Dick,6.000000,0.082130,8,9
16,3,Lisa Vanderpump,7.000000,0.076778,9,8
16,3,D. L. Hughley,5.333333,0.073640,10,10
16,3,Wynonna Judd,5.000000,0.022485,11,11
16,4,Alexandra Raisman,9.000000,0.130030,1,1
16,4,Zendaya,8.666667,0.127830,2,2
16,4,Kellie Pickler,8.666667,0.127139,3,3
16,4,Jacoby Jones,8.000000,0.115945,4,4
16,4,D. L. Hughley,7.000000,0.100431,5,5
16,4,Andy Dick,7.000000,0.100131,6,6
16,4,Ingo Rademacher,7.666667,0.091014,7,7
16,4,Sean Lowe,6.666667,0.094895,8,8
16,4,Victor Ortiz,6.000000,0.087948,9,9
16,4,Lisa Vanderpump,6.000000,0.024638,10,10
16,5,Zendaya,9.666667,0.150656,1,1
16,5,Kellie Pickler,9.000000,0.140424,2,2
16,5,Jacoby Jones,8.666667,0.134462,3,3
16,5,Alexandra Raisman,8.333333,0.128077,4,4
16,5,Sean Lowe,8.000000,0.121105,5,5
16,5,Victor Ortiz,7.000000,0.109505,6,6
16,5,Ingo Rademacher,7.000000,0.089416,7,7
16,5,Andy Dick,6.000000,0.100636,8,8
16,5,D. L. Hughley,6.000000,0.025720,9,9
16,6,Kellie Pickler,9.000000,0.156825,1,1
16,6,Zendaya,8.500000,0.150265,2,3
16,6,Alexandra Raisman,8.666667,0.149945,3,2
16,6,Sean Lowe,7.666667,0.130331,4,4
16,6,Jacoby Jones,7.500000,0.130235,5,5
16,6,Ingo Rademacher,7.666667,0.109406,6,7
16,6,Andy Dick,7.166667,0.122200,7,6
16,6,Victor Ortiz,6.666667,0.050794,8,8
16,7,Alexandra Raisman,10.666667,0.185942,1,1
16,7,Zendaya,10.000000,0.178102,2,2
16,7,Kellie Pickler,9.666667,0.169843,3,3
16,7,Jacoby Jones,9.000000,0.157844,4,4
16,7,Ingo Rademacher,8.333333,0.120298,5,6
16,7,Sean Lowe,8.000000,0.138436,6,5
16,7,Andy Dick,5.666667,0.049535,7,7
16,8,Zendaya,9.666667,0.206905,1,1
16,8,Alexandra Raisman,9.333333,0.196361,2,2
16,8,Kellie Pickler,9.166667,0.195324,3,3
16,8,Jacoby Jones,8.666667,0.182824,4,4
16,8,Ingo Rademacher,8.000000,0.139481,5,5
16,8,Sean Lowe,7.000000,0.079106,6,6
16,9,Alexandra Raisman,9.833333,0.229566,1,1
16,9,Jacoby Jones,9.833333,0.229539,2,2
16,9,Kellie Pickler,9.666667,0.227378,3,3
16,9,Zendaya,9.166667,0.218123,4,4
16,9,Ingo Rademacher,8.500000,0.095394,5,5
16,10,Zendaya,10.000000,0.258604,1,1
16,10,Kellie Pickler,10.000000,0.255869,2,2
16,10,Alexandra Raisman,9.666667,0.246946,3,3
16,10,Jacoby Jones,9.333300,0.238581,4,4
17,1,Amber Riley,9.000000,0.110042,1,1
17,1,Corbin Bleu,8.000000,0.098090,2,2
17,1,Elizabeth Berkley Lauren,8.000000,0.097790,3,3
17,1,Brant Daugherty,7.333333,0.090063,4,4
17,1,Christina Milian,7.333333,0.089396,5,5
17,1,Jack Osbourne,7.666667,0.072949,6,8
17,1,"Nicole ""Snooki"" Polizzi",7.666667,0.072546,7,9
17,1,Valerie Harper,7.000000,0.086318,8,6
17,1,Leah Remini,7.000000,0.085860,9,7
17,1,Bill Engvall,6.000000,0.071518,10,10
17,1,Keyshawn Johnson,5.666667,0.069118,11,11
17,1,Bill Nye,4.666667,0.056310,12,12
17,2,Corbin Bleu,8.666667,0.107432,1,1
17,2,Elizabeth Berkley Lauren,8.333333,0.103411,2,2
17,2,Christina Milian,8.333333,0.102674,3,3
17,2,Leah Remini,8.000000,0.098741,4,4
17,2,Amber Riley,8.000000,0.098594,5,5
17,2,Brant Daugherty,7.666667,0.095366,6,6
17,2,Jack Osbourne,8.000000,0.076761,7,7
17,2,Bill Engvall,7.000000,0.084379,8,8
17,2,Valerie Harper,6.333333,0.079074,9,9
17,2,Bill Nye,5.666667,0.086309,10,10
17,2,"Nicole ""Snooki"" Polizzi",6.666667,0.064715,11,11
17,2,Keyshawn Johnson,6.000000,0.002545,12,12
17,3,Brant Daugherty,9.000000,0.115587,1,1
17,3,Corbin Bleu,8.666667,0.111832,2,2
17,3,Christina Milian,8.666667,0.110436,3,3
17,3,Elizabeth Berkley Lauren,8.333333,0.107599,4,4
17,3,Amber Riley,8.000000,0.103918,5,5
17,3,Leah Remini,8.000000,0.102967,6,6
17,3,"Nicole ""Snooki"" Polizzi",8.333333,0.083039,7,8
17,3,Bill Engvall,8.000000,0.099471,8,7
17,3,Jack Osbourne,7.333333,0.073703,9,9
17,3,Valerie Harper,5.333333,0.072595,10,10
17,3,Bill Nye,5.333333,0.018853,11,11
17,4,Amber Riley,9.000000,0.126434,1,1
17,4,Corbin Bleu,9.000000,0.126087,2,2
17,4,Elizabeth Berkley Lauren,9.000000,0.125866,3,3
17,4,Leah Remini,8.000000,0.112093,4,4
17,4,Christina Milian,8.000000,0.111408,5,5
17,4,Jack Osbourne,8.000000,0.087348,6,6
17,4,"Nicole ""Snooki"" Polizzi",8.000000,0.087285,7,7
17,4,Brant Daugherty,7.000000,0.098687,8,8
17,4,Bill Engvall,7.000000,0.094974,9,9
17,4,Valerie Harper,6.000000,0.029819,10,10
17,5,Brant Daugherty,9.000000,0.142069,1,1
17,5,Corbin Bleu,9.333333,0.126377,2,4
17,5,Elizabeth Berkley Lauren,8.666667,0.136905,3,2
17,5,Amber Riley,8.666667,0.136819,4,3
17,5,Christina Milian,9.333333,0.001656,5,9
17,5,Jack Osbourne,9.000000,0.109388,6,5
17,5,"Nicole ""Snooki"" Polizzi",9.000000,0.109366,7,6
17,5,Bill Engvall,8.000000,0.121590,8,7
17,5,Leah Remini,7.333333,0.115831,9,8
17,6,Amber Riley,10.666633,0.146422,1,1
17,6,Elizabeth Berkley Lauren,10.666600,0.145968,2,2
17,6,Brant Daugherty,10.333333,0.141981,3,3
17,6,Leah Remini,9.333300,0.129224,4,4
17,6,"Nicole ""Snooki"" Polizzi",10.000000,0.107439,5,6
17,6,Corbin Bleu,8.999967,0.124879,6,5
17,6,Jack Osbourne,8.999933,0.096928,7,7
17,6,Bill Engvall,7.999967,0.107161,8,8
17,7,Amber Riley,9.833333,0.143403,1,1
17,7,Corbin Bleu,9.833333,0.143066,2,2
17,7,Brant Daugherty,9.500000,0.139051,3,3
17,7,Leah Remini,8.833333,0.146751,4,4
17,7,Jack Osbourne,9.500000,0.107689,5,7
17,7,Elizabeth Berkley Lauren,9.000000,0.131510,6,5
17,7,Bill Engvall,8.333333,0.133350,7,6
17,7,"Nicole ""Snooki"" Polizzi",9.000000,0.055180,8,8
17,8,Corbin Bleu,10.000000,0.172181,1,1
17,8,Elizabeth Berkley Lauren,8.333333,0.190298,2,2
17,8,Leah Remini,9.333333,0.163924,3,3
17,8,Jack Osbourne,10.000000,0.134950,4,6
17,8,Bill Engvall,8.000000,0.175677,5,5
17,8,Amber Riley,9.333333,0.160460,6,4
17,8,Brant Daugherty,9.000000,0.002508,7,7
17,9,Corbin Bleu,9.666667,0.187856,1,3
17,9,Leah Remini,9.000000,0.233813,2,1
17,9,Amber Riley,8.500000,0.220755,3,2
17,9,Jack Osbourne,9.000000,0.179951,4,4
17,9,Elizabeth Berkley Lauren,9.333333,0.002754,5,6
17,9,Bill Engvall,7.000000,0.174871,6,5
17,10,Amber Riley,9.875000,0.270580,1,1
17,10,Corbin Bleu,9.375000,0.256858,2,2
17,10,Bill Engvall,7.500000,0.273878,3,3
17,10,Jack Osbourne,8.875000,0.194067,4,4
17,10,Leah Remini,8.125000,0.004617,5,5
17,11,Amber Riley,10.444400,0.288009,1,1
17,11,Corbin Bleu,9.888800,0.273401,2,2
17,11,Bill Engvall,8.499967,0.232379,3,3
17,11,Jack Osbourne,9.333300,0.206212,4,4
18,1,Charlie White,9.000000,0.110905,1,1
18,1,Candace Cameron Bure,8.333333,0.105080,2,2
18,1,Danica McKellar,8.000000,0.100350,3,3
18,1,Amy Purdy,8.000000,0.099616,4,4
18,1,Meryl Davis,8.000000,0.099129,5,5
18,1,James Maslow,7.000000,0.089122,6,6
18,1,Drew Carey,7.000000,0.085398,7,8
18,1,NeNe Leakes,7.000000,0.086132,8,7
18,1,Cody Simpson,7.333333,0.073622,9,9
18,1,Billy Dee Williams,5.000000,0.080815,10,11
18,1,Sean Avery,6.666667,0.067232,11,10
18,1,Diana Nyad,6.000000,0.002598,12,12
18,2,James Maslow,8.333333,0.112583,1,1
18,2,Meryl Davis,8.333333,0.110323,2,3
18,2,Charlie White,8.333333,0.110731,3,2
18,2,Danica McKellar,8.000000,0.108585,4,4
18,2,Amy Purdy,8.000000,0.106284,5,5
18,2,Cody Simpson,7.333333,0.079169,6,9
18,2,Candace Cameron Bure,7.000000,0.095329,7,6
18,2,Drew Carey,7.000000,0.091607,8,7
18,2,Sean Avery,7.000000,0.048733,9,10
18,2,NeNe Leakes,7.000000,0.091452,10,8
18,2,Billy Dee Williams,5.000000,0.045205,11,11
18,3,Meryl Davis,9.750000,0.126900,1,1
18,3,James Maslow,9.000000,0.120243,2,2
18,3,Danica McKellar,9.000000,0.120185,3,3
18,3,Amy Purdy,9.000000,0.117815,4,4
18,3,Charlie White,9.000000,0.117464,5,5
18,3,Candace Cameron Bure,8.000000,0.107419,6,6
18,3,NeNe Leakes,7.750000,0.100117,7,8
18,3,Cody Simpson,8.750000,0.093054,8,7
18,3,Drew Carey,7.500000,0.096804,9,9
18,4,Meryl Davis,9.750000,0.132750,1,1
18,4,James Maslow,8.750000,0.121743,2,2
18,4,Amy Purdy,8.500000,0.116331,3,3
18,4,Charlie White,8.250000,0.113519,4,4
18,4,Drew Carey,8.250000,0.110969,5,5
18,4,Danica McKellar,8.000000,0.112064,6,6
18,4,NeNe Leakes,8.000000,0.107741,7,7
18,4,Cody Simpson,7.750000,0.086468,8,9
18,4,Candace Cameron Bure,7.000000,0.098414,9,8
18,5,James Maslow,10.000000,0.136187,1,1
18,5,Danica McKellar,9.750000,0.133864,2,2
18,5,Charlie White,9.250000,0.124405,3,3
18,5,Amy Purdy,9.250000,0.124299,4,4
18,5,Meryl Davis,9.000000,0.121043,5,5
18,5,Candace Cameron Bure,8.750000,0.119735,6,7
18,5,NeNe Leakes,9.000000,0.119390,7,6
18,5,Drew Carey,7.000000,0.119442,8,8
18,5,Cody Simpson,8.500000,0.001634,9,9
18,6,Meryl Davis,10.000000,0.150795,1,1
18,6,Amy Purdy,9.500000,0.143770,2,2
18,6,Danica McKellar,9.000000,0.138872,3,3
18,6,Charlie White,9.000000,0.136367,4,4
18,6,James Maslow,8.750000,0.134978,5,5
18,6,NeNe Leakes,8.250000,0.122452,6,7
18,6,Candace Cameron Bure,8.000000,0.127398,7,6
18,6,Drew Carey,8.000000,0.045369,8,8
18,7,Meryl Davis,9.750000,0.163715,1,1
18,7,Amy Purdy,9.375000,0.157969,2,2
18,7,Candace Cameron Bure,9.250000,0.158849,3,3
18,7,Danica McKellar,9.000000,0.153753,4,4
18,7,Charlie White,8.875000,0.149654,5,5
18,7,James Maslow,8.750000,0.149894,6,6
18,7,NeNe Leakes,8.250000,0.066166,7,7
18,8,Charlie White,10.000000,0.177539,1,4
18,8,Amy Purdy,10.000000,0.177291,2,5
18,8,Candace Cameron Bure,9.000000,0.215607,3,1
18,8,Meryl Davis,9.000000,0.211558,4,3
18,8,James Maslow,9.000000,0.215508,5,2
18,8,Danica McKellar,9.500000,0.002496,6,6
18,9,Meryl Davis,10.000000,0.232139,1,3
18,9,James Maslow,9.500000,0.245910,2,2
18,9,Amy Purdy,9.750000,0.227534,3,4
18,9,Candace Cameron Bure,9.000000,0.288548,4,1
18,9,Charlie White,9.500000,0.005870,5,5
18,10,Meryl Davis,10.000000,0.258663,1,1
18,10,Amy Purdy,9.888867,0.254863,2,2
18,10,James Maslow,9.666667,0.255277,3,3
18,10,Candace Cameron Bure,8.666600,0.231197,4,4
19,1,Alfonso Ribeiro,9.000000,0.104828,1,1
19,1,Sadie Robertson,8.500000,0.095995,2,2
19,1,Bethany Mota,8.000000,0.094612,3,3
19,1,Lea Thompson,8.000000,0.094547,4,4
19,1,Randy Couture,7.750000,0.089369,5,5
19,1,Jonathan Bennett,7.500000,0.088062,6,6
19,1,Janel Parrish,7.250000,0.085514,7,7
19,1,Tavis Smiley,7.250000,0.081411,8,8
19,1,Michael Waltrip,6.250000,0.071593,9,9
19,1,Tommy Chong,6.750000,0.061336,10,10
19,1,Antonio Sabato Jr.,6.250000,0.059281,11,11
19,1,Betsey Johnson,5.000000,0.070822,12,12
19,1,Lolo Jones,5.500000,0.002631,13,13
19,2,Lea Thompson,8.750000,0.102887,1,1
19,2,Janel Parrish,8.500000,0.101611,2,2
19,2,Bethany Mota,8.250000,0.099188,3,3
19,2,Alfonso Ribeiro,8.000000,0.094854,4,4
19,2,Sadie Robertson,7.750000,0.089918,5,5
19,2,Jonathan Bennett,7.500000,0.089151,6,6
19,2,Betsey Johnson,7.000000,0.090808,7,7
19,2,Antonio Sabato Jr.,7.750000,0.073999,8,9
19,2,Tommy Chong,7.000000,0.081864,9,10
19,2,Randy Couture,7.000000,0.085980,10,8
19,2,Tavis Smiley,7.000000,0.002032,11,12
19,2,Michael Waltrip,6.000000,0.087707,12,11
19,3,Bethany Mota,10.000000,0.126767,1,1
19,3,Janel Parrish,10.000000,0.125759,2,2
19,3,Alfonso Ribeiro,8.000000,0.101346,3,3
19,3,Jonathan Bennett,8.000000,0.101170,4,4
19,3,Sadie Robertson,8.000000,0.097681,5,5
19,3,Lea Thompson,7.750000,0.098204,6,6
19,3,Tommy Chong,8.500000,0.083453,7,7
19,3,Betsey Johnson,7.250000,0.086641,8,8
19,3,Michael Waltrip,7.000000,0.085553,9,9
19,3,Antonio Sabato Jr.,7.250000,0.074191,10,10
19,3,Randy Couture,6.500000,0.019236,11,11
19,4,Alfonso Ribeiro,10.000000,0.130581,1,1
19,4,Lea Thompson,9.750000,0.128003,2,2
19,4,Janel Parrish,9.000000,0.117938,3,4
19,4,Sadie Robertson,9.250000,0.116801,4,3
19,4,Bethany Mota,8.250000,0.110311,5,5
19,4,Antonio Sabato Jr.,7.250000,0.098521,6,6
19,4,Michael Waltrip,6.250000,0.102189,7,7
19,4,Betsey Johnson,7.250000,0.002181,8,10
19,4,Jonathan Bennett,6.000000,0.101989,9,9
19,4,Tommy Chong,7.000000,0.091485,10,8
19,5,Sadie Robertson,9.000000,0.136572,1,1
19,5,Alfonso Ribeiro,8.500000,0.134468,2,2
19,5,Lea Thompson,8.500000,0.134192,3,3
19,5,Janel Parrish,8.250000,0.130685,4,4
19,5,Bethany Mota,8.000000,0.127860,5,5
19,5,Antonio Sabato Jr.,7.000000,0.090133,6,6
19,5,Jonathan Bennett,6.000000,0.096253,7,7
19,5,Tommy Chong,5.750000,0.071808,8,8
19,5,Michael Waltrip,5.000000,0.078029,9,9
19,6,Alfonso Ribeiro,9.750000,0.141180,1,1
19,6,Bethany Mota,9.000000,0.132730,2,2
19,6,Sadie Robertson,8.750000,0.123757,3,3
19,6,Michael Waltrip,7.500000,0.136861,4,5
19,6,Lea Thompson,8.000000,0.132645,5,4
19,6,Janel Parrish,8.250000,0.122065,6,6
19,6,Jonathan Bennett,8.000000,0.002337,7,9
19,6,Antonio Sabato Jr.,7.000000,0.106259,8,7
19,6,Tommy Chong,7.000000,0.102166,9,8
19,7,Bethany Mota,9.375000,0.160481,1,1
19,7,Lea Thompson,8.750000,0.149650,2,2
19,7,Alfonso Ribeiro,8.500000,0.145051,3,3
19,7,Janel Parrish,8.375000,0.143328,4,4
19,7,Sadie Robertson,7.750000,0.128260,5,5
19,7,Tommy Chong,7.500000,0.100595,6,7
19,7,Michael Waltrip,7.000000,0.138901,7,6
19,7,Antonio Sabato Jr.,7.375000,0.033734,8,8
19,8,Janel Parrish,10.750000,0.187461,1,1
19,8,Alfonso Ribeiro,10.250000,0.180044,2,2
19,8,Bethany Mota,10.000000,0.177149,3,3
19,8,Sadie Robertson,9.500000,0.160774,4,4
19,8,Lea Thompson,8.000000,0.141707,5,5
19,8,Tommy Chong,7.250000,0.099421,6,6
19,8,Michael Waltrip,6.250000,0.053445,7,7
19,9,Janel Parrish,9.625000,0.213442,1,1
19,9,Alfonso Ribeiro,9.625000,0.212245,2,2
19,9,Bethany Mota,9.250000,0.210704,3,3
19,9,Sadie Robertson,9.125000,0.196109,4,4
19,9,Lea Thompson,8.750000,0.003382,5,6
19,9,Tommy Chong,7.125000,0.164119,6,5
19,10,Janel Parrish,9.750000,0.236021,1,1
19,10,Bethany Mota,9.500000,0.233229,2,2
19,10,Alfonso Ribeiro,9.375000,0.228256,3,3
19,10,Sadie Robertson,9.250000,0.216544,4,4
19,10,Tommy Chong,7.750000,0.085951,5,5
19,11,Alfonso Ribeiro,10.000000,0.255775,1,1
19,11,Janel Parrish,9.749950,0.251469,2,2
19,11,Sadie Robertson,9.833300,0.245450,3,3
19,11,Bethany Mota,9.500000,0.247306,4,4
20,1,Rumer Willis,8.000000,0.105209,1,1
20,1,Riker Lynch,7.750000,0.102108,2,2
20,1,Michael Sam,6.500000,0.084752,3,4
20,1,Chris Soules,6.500000,0.082987,4,6
20,1,Noah Galloway,6.500000,0.083091,5,5
20,1,Nastia Liukin,7.500000,0.078244,6,3
20,1,Willow Shields,6.250000,0.083215,7,7
20,1,Suzanne Somers,6.250000,0.082910,8,8
20,1,Robert Herjavec,7.000000,0.070910,9,10
20,1,Patti LaBelle,6.250000,0.082329,10,9
20,1,Redfoo,5.500000,0.072758,11,11
20,1,Charlotte McKinney,5.500000,0.071487,12,12
20,2,Patti LaBelle,7.000000,0.101501,1,5
20,2,Riker Lynch,8.000000,0.092962,2,1
20,2,Willow Shields,8.000000,0.092573,3,2
20,2,Suzanne Somers,7.000000,0.102520,4,4
20,2,Rumer Willis,8.000000,0.092311,5,3
20,2,Michael Sam,7.000000,0.100623,6,6
20,2,Nastia Liukin,8.500000,0.075903,7,7
20,2,Noah Galloway,6.750000,0.095145,8,8
20,2,Robert Herjavec,7.000000,0.078098,9,10
20,2,Redfoo,7.750000,0.001848,10,12
20,2,Charlotte McKinney,6.500000,0.092538,11,9
20,2,Chris Soules,5.250000,0.073978,12,11
20,3,Riker Lynch,8.500000,0.121006,1,1
20,3,Rumer Willis,8.250000,0.116900,2,2
20,3,Willow Shields,8.000000,0.113744,3,3
20,3,Nastia Liukin,8.500000,0.094685,4,4
20,3,Noah Galloway,7.500000,0.102970,5,5
20,3,Chris Soules,7.000000,0.096100,6,6
20,3,Suzanne Somers,6.250000,0.089093,7,8
20,3,Robert Herjavec,7.250000,0.078681,8,7
20,3,Michael Sam,6.000000,0.084522,9,9
20,3,Patti LaBelle,5.500000,0.082803,10,10
20,3,Charlotte McKinney,5.500000,0.019496,11,11
20,4,Willow Shields,9.750000,0.130990,1,1
20,4,Rumer Willis,8.750000,0.117334,2,2
20,4,Riker Lynch,8.500000,0.115044,3,3
20,4,Nastia Liukin,9.000000,0.096391,4,5
20,4,Suzanne Somers,7.000000,0.121714,5,4
20,4,Noah Galloway,8.000000,0.104199,6,7
20,4,Patti LaBelle,7.500000,0.110890,7,6
20,4,Robert Herjavec,8.500000,0.088317,8,9
20,4,Chris Soules,6.750000,0.112881,9,8
20,4,Michael Sam,7.500000,0.002241,10,10
20,5,Rumer Willis,9.750000,0.143246,1,1
20,5,Riker Lynch,9.500000,0.142509,2,2
20,5,Willow Shields,8.500000,0.130543,3,3
20,5,Nastia Liukin,9.500000,0.112302,4,4
20,5,Noah Galloway,7.000000,0.124285,5,6
20,5,Patti LaBelle,6.750000,0.129737,6,5
20,5,Chris Soules,6.750000,0.125959,7,7
20,5,Suzanne Somers,7.000000,0.002730,8,9
20,5,Robert Herjavec,6.000000,0.088689,9,8
20,6,Riker Lynch,9.500000,0.154180,1,1
20,6,Willow Shields,9.125000,0.148205,2,3
20,6,Noah Galloway,8.500000,0.161413,3,2
20,6,Rumer Willis,8.875000,0.143681,4,4
20,6,Nastia Liukin,9.125000,0.117737,5,7
20,6,Chris Soules,8.750000,0.137212,6,5
20,6,Robert Herjavec,8.375000,0.135136,7,6
20,6,Patti LaBelle,8.500000,0.002436,8,8
20,7,Rumer Willis,9.250000,0.195465,1,2
20,7,Noah Galloway,9.500000,0.193072,2,1
20,7,Nastia Liukin,10.250000,0.131588,3,4
20,7,Riker Lynch,9.250000,0.195451,4,3
20,7,Willow Shields,9.750000,0.002147,5,7
20,7,Chris Soules,7.750000,0.157535,6,5
20,7,Robert Herjavec,7.750000,0.124743,7,6
20,8,Rumer Willis,10.000000,0.217592,1,1
20,8,Riker Lynch,9.750000,0.212180,2,2
20,8,Nastia Liukin,9.500000,0.164924,3,3
20,8,Noah Galloway,7.875000,0.178919,4,4
20,8,Chris Soules,8.000000,0.133499,5,5
20,8,Robert Herjavec,7.750000,0.092886,6,6
20,9,Riker Lynch,10.000000,0.273440,1,2
20,9,Rumer Willis,9.750000,0.290566,2,1
20,9,Nastia Liukin,10.000000,0.163557,3,4
20,9,Noah Galloway,9.500000,0.272437,4,3
20,10,Rumer Willis,10.000000,0.345837,1,1
20,10,Riker Lynch,10.000000,0.345575,2,2
20,10,Noah Galloway,9.000000,0.308589,3,3
21,1,Nick Carter,8.000000,0.098850,1,1
21,1,Carlos PenaVega,7.666667,0.095790,2,2
21,1,Tamar Braxton,7.666667,0.094633,3,3
21,1,Bindi Irwin,8.000000,0.076884,4,6
21,1,Alexa PenaVega,7.333333,0.091681,5,4
21,1,Alek Skarlatos,7.333333,0.089306,6,5
21,1,Hayes Grier,7.000000,0.088224,7,7
21,1,Andy Grammer,7.000000,0.086582,8,8
21,1,Gary Busey,5.000000,0.063234,9,9
21,1,Paula Deen,5.000000,0.060969,10,10
21,1,Victor Espinoza,5.000000,0.049979,11,11
21,1,Chaka Khan,4.333333,0.054672,12,12
21,1,Kim Zolciak-Biermann,4.000000,0.049197,13,13
21,2,Tamar Braxton,8.166667,0.096387,1,1
21,2,Alexa PenaVega,7.666667,0.091910,2,2
21,2,Hayes Grier,7.500000,0.090885,3,3
21,2,Carlos PenaVega,7.500000,0.089737,4,4
21,2,Bindi Irwin,8.000000,0.074041,5,8
21,2,Alek Skarlatos,7.500000,0.086941,6,6
21,2,Nick Carter,7.500000,0.088910,7,5
21,2,Andy Grammer,7.333333,0.087001,8,7
21,2,Paula Deen,6.166667,0.072926,9,9
21,2,Gary Busey,5.500000,0.074425,10,10
21,2,Kim Zolciak-Biermann,6.166667,0.058331,11,11
21,2,Victor Espinoza,6.166667,0.046100,12,12
21,2,Chaka Khan,5.000000,0.042405,13,13
21,3,Alexa PenaVega,9.000000,0.120745,1,1
21,3,Nick Carter,9.000000,0.119676,2,2
21,3,Tamar Braxton,8.250000,0.110290,3,3
21,3,Alek Skarlatos,8.250000,0.108284,4,4
21,3,Carlos PenaVega,7.750000,0.104793,5,5
21,3,Hayes Grier,7.500000,0.102822,6,6
21,3,Bindi Irwin,8.000000,0.083756,7,8
21,3,Andy Grammer,7.250000,0.097473,8,7
21,3,Gary Busey,6.250000,0.085711,9,9
21,3,Paula Deen,5.000000,0.066450,10,10
21,4,Hayes Grier,9.000000,0.124991,1,1
21,4,Tamar Braxton,9.000000,0.122761,2,2
21,4,Nick Carter,9.000000,0.122231,3,3
21,4,Bindi Irwin,9.333333,0.098947,4,5
21,4,Carlos PenaVega,8.333333,0.114471,5,4
21,4,Alek Skarlatos,8.000000,0.107173,6,6
21,4,Andy Grammer,7.666667,0.104985,7,7
21,4,Alexa PenaVega,7.000000,0.097185,8,8
21,4,Paula Deen,6.000000,0.080708,9,9
21,4,Gary Busey,5.333333,0.026547,10,10
21,5,Alexa PenaVega,10.000000,0.136803,1,1
21,5,Carlos PenaVega,9.750000,0.133888,2,2
21,5,Andy Grammer,9.000000,0.122572,3,3
21,5,Nick Carter,8.750000,0.119387,4,4
