celebrity_name,celebrity_age_during_season,celebrity_homecountry/region,celebrity_industry,simulated_vote_share,avg_judge_score
Nicole Scherzinger,31,United States,Singer/Rapper,0.349552,9.592567
Erin Andrews,32,United States,Sports Broadcaster,0.100489,7.0
Erin Andrews,32,United States,Sports Broadcaster,0.104978,7.666667
Erin Andrews,32,United States,Sports Broadcaster,0.119278,7.666667
Erin Andrews,32,United States,Sports Broadcaster,0.110346,6.5
Erin Andrews,32,United States,Sports Broadcaster,0.134161,7.333333
Erin Andrews,32,United States,Sports Broadcaster,0.173809,11.333333
Erin Andrews,32,United States,Sports Broadcaster,0.170469,8.5
Erin Andrews,32,United States,Sports Broadcaster,0.220053,8.833333
Erin Andrews,32,United States,Sports Broadcaster,0.265804,9.333333
Erin Andrews,32,United States,Sports Broadcaster,0.322807,8.999933
Kate Gosselin,35,United States,TV Personality,0.078103,5.333333
Kate Gosselin,35,United States,TV Personality,0.088248,5.0
Kate Gosselin,35,United States,TV Personality,0.079311,5.0
Kate Gosselin,35,United States,TV Personality,0.105969,5.333333
Kate Gosselin,35,United States,TV Personality,0.042609,5.0
Jake Pavelka,32,United States,TV Personality,0.096747,6.666667
Jake Pavelka,32,United States,TV Personality,0.112322,6.666667
Jake Pavelka,32,United States,TV Personality,0.11047,7.0
Jake Pavelka,32,United States,TV Personality,0.108679,6.333333
Jake Pavelka,32,United States,TV Personality,0.141175,7.666667
Jake Pavelka,32,United States,TV Personality,0.063358,8.3333
David Hasselhoff,58,United States,Actor/Actress,0.005907,5.0
Florence Henderson,76,United States,Actor/Actress,0.085842,6.0
Florence Henderson,76,United States,Actor/Actress,0.093078,6.333333
Florence Henderson,76,United States,Actor/Actress,0.099797,6.666667
Florence Henderson,76,United States,Actor/Actress,0.107024,5.833333
Florence Henderson,76,United States,Actor/Actress,0.003314,7.0
Kyle Massey,19,United States,Actor/Actress,0.107969,7.666667
Kyle Massey,19,United States,Actor/Actress,0.106908,7.333333
Kyle Massey,19,United States,Actor/Actress,0.113671,7.666667
Kyle Massey,19,United States,Actor/Actress,0.121517,6.666667
Kyle Massey,19,United States,Actor/Actress,0.156825,6.666667
Kyle Massey,19,United States,Actor/Actress,0.189067,9.999967
Kyle Massey,19,United States,Actor/Actress,0.189025,8.375
Kyle Massey,19,United States,Actor/Actress,0.238312,9.333333
Kyle Massey,19,United States,Actor/Actress,0.303763,9.666667
Kyle Massey,19,United States,Actor/Actress,0.333123,9.111067
Jennifer Grey,50,United States,Actor/Actress,0.112555,8.0
Jennifer Grey,50,United States,Actor/Actress,0.116333,8.0
Jennifer Grey,50,United States,Actor/Actress,0.119457,8.0
Jennifer Grey,50,United States,Actor/Actress,0.168793,9.333333
Jennifer Grey,50,United States,Actor/Actress,0.151083,8.333333
Jennifer Grey,50,United States,Actor/Actress,0.182805,9.666667
Jennifer Grey,50,United States,Actor/Actress,0.185485,9.125
Jennifer Grey,50,United States,Actor/Actress,0.243591,9.5
Jennifer Grey,50,United States,Actor/Actress,0.312859,10.0
Jennifer Grey,50,United States,Actor/Actress,0.359221,10.0
Rick Fox,41,Canada,Athlete,0.082201,7.333333
Rick Fox,41,Canada,Athlete,0.080862,7.0
Rick Fox,41,Canada,Athlete,0.094365,8.0
Rick Fox,41,Canada,Athlete,0.093569,6.5
Rick Fox,41,Canada,Athlete,0.114435,8.0
Rick Fox,41,Canada,Athlete,0.148406,10.0
Rick Fox,41,Canada,Athlete,0.091718,8.625
Kurt Warner,39,United States,Athlete,0.088531,6.333333
Kurt Warner,39,United States,Athlete,0.100552,7.0
Kurt Warner,39,United States,Athlete,0.112042,7.666667
Kurt Warner,39,United States,Athlete,0.101771,5.666667
Kurt Warner,39,United States,Athlete,0.143189,8.0
Kurt Warner,39,United States,Athlete,0.136,7.3333
Kurt Warner,39,United States,Athlete,0.174362,8.75
Kurt Warner,39,United States,Athlete,0.026185,8.0
Margaret Cho,41,United States,Comedian,0.082399,5.0
Margaret Cho,41,United States,Comedian,0.084802,6.0
Margaret Cho,41,United States,Comedian,0.030355,6.0
Michael Bolton,57,United States,Singer/Rapper,0.075761,5.333333
Michael Bolton,57,United States,Singer/Rapper,0.020201,4.0
Brandy,31,United States,Singer/Rapper,0.107018,7.666667
Brandy,31,United States,Singer/Rapper,0.101533,7.0
Brandy,31,United States,Singer/Rapper,0.11828,8.0
Brandy,31,United States,Singer/Rapper,0.144167,8.0
Brandy,31,United States,Singer/Rapper,0.160482,9.0
Brandy,31,United States,Singer/Rapper,0.17216,11.999967
Brandy,31,United States,Singer/Rapper,0.182915,9.125
Brandy,31,United States,Singer/Rapper,0.238196,9.5
Brandy,31,United States,Singer/Rapper,0.005104,9.5
The Situation,28,United States,TV Personality,0.082369,5.0
The Situation,28,United States,TV Personality,0.084858,6.0
The Situation,28,United States,TV Personality,0.09676,6.666667
The Situation,28,United States,TV Personality,0.034222,4.666667
Audrina Patridge,25,United States,TV Personality,0.086572,6.333333
Audrina Patridge,25,United States,TV Personality,0.107881,7.666667
Audrina Patridge,25,United States,TV Personality,0.123842,8.666667
Audrina Patridge,25,United States,TV Personality,0.134318,7.666667
Audrina Patridge,25,United States,TV Personality,0.134788,7.666667
Audrina Patridge,25,United States,TV Personality,0.00169,10.6666
Bristol Palin,19,United States,TV Personality,0.082878,6.0
Bristol Palin,19,United States,TV Personality,0.102992,7.333333
Bristol Palin,19,United States,TV Personality,0.091431,6.333333
Bristol Palin,19,United States,TV Personality,0.094619,5.333333
Bristol Palin,19,United States,TV Personality,0.135883,6.0
Bristol Palin,19,United States,TV Personality,0.169872,9.333267
Bristol Palin,19,United States,TV Personality,0.176496,8.125
Bristol Palin,19,United States,TV Personality,0.253717,7.833333
Bristol Palin,19,United States,TV Personality,0.378274,8.833333
Bristol Palin,19,United States,TV Personality,0.307656,8.555533
Bristol Palin,19,United States,TV Personality,0.07547,6.5
Bristol Palin,19,United States,TV Personality,0.084063,6.0
Bristol Palin,19,United States,TV Personality,0.106599,7.5
Bristol Palin,19,United States,TV Personality,0.002576,8.0
Bristol Palin,21,United States,TV Personality,0.082878,6.0
Bristol Palin,21,United States,TV Personality,0.102992,7.333333
Bristol Palin,21,United States,TV Personality,0.091431,6.333333
Bristol Palin,21,United States,TV Personality,0.094619,5.333333
Bristol Palin,21,United States,TV Personality,0.135883,6.0
Bristol Palin,21,United States,TV Personality,0.169872,9.333267
Bristol Palin,21,United States,TV Personality,0.176496,8.125
Bristol Palin,21,United States,TV Personality,0.253717,7.833333
Bristol Palin,21,United States,TV Personality,0.378274,8.833333
Bristol Palin,21,United States,TV Personality,0.307656,8.555533
Bristol Palin,21,United States,TV Personality,0.07547,6.5
Bristol Palin,21,United States,TV Personality,0.084063,6.0
Bristol Palin,21,United States,TV Personality,0.106599,7.5
Bristol Palin,21,United States,TV Personality,0.002576,8.0
Ralph Macchio,49,United States,Actor/Actress,0.120821,8.0
Ralph Macchio,49,United States,Actor/Actress,0.109523,7.0
Ralph Macchio,49,United States,Actor/Actress,0.109947,7.0
Ralph Macchio,49,United States,Actor/Actress,0.139518,8.333333
Ralph Macchio,49,United States,Actor/Actress,0.127805,7.333333
Ralph Macchio,49,United States,Actor/Actress,0.149346,8.0
Ralph Macchio,49,United States,Actor/Actress,0.190022,8.25
Ralph Macchio,49,United States,Actor/Actress,0.292364,7.666667
Ralph Macchio,49,United States,Actor/Actress,0.147288,8.0
Chelsea Kane,22,United States,Actor/Actress,0.10679,7.0
Chelsea Kane,22,United States,Actor/Actress,0.095385,6.0
Chelsea Kane,22,United States,Actor/Actress,0.119495,7.666667
Chelsea Kane,22,United States,Actor/Actress,0.143959,8.666667
Chelsea Kane,22,United States,Actor/Actress,0.150547,8.666667
Chelsea Kane,22,United States,Actor/Actress,0.171831,9.333333
Chelsea Kane,22,United States,Actor/Actress,0.186042,8.0
Chelsea Kane,22,United States,Actor/Actress,0.254454,9.166667
Chelsea Kane,22,United States,Actor/Actress,0.351948,12.166667
Chelsea Kane,22,United States,Actor/Actress,0.360794,9.888867
Kirstie Alley,60,United States,Actor/Actress,0.116578,7.666667
Kirstie Alley,60,United States,Actor/Actress,0.104754,6.666667
Kirstie Alley,60,United States,Actor/Actress,0.109651,7.0
Kirstie Alley,60,United States,Actor/Actress,0.124029,7.333333
Kirstie Alley,60,United States,Actor/Actress,0.133834,7.666667
Kirstie Alley,60,United States,Actor/Actress,0.160603,8.666667
Kirstie Alley,60,United States,Actor/Actress,0.21897,7.5
Kirstie Alley,60,United States,Actor/Actress,0.24687,8.833333
Kirstie Alley,60,United States,Actor/Actress,0.266207,9.0
Kirstie Alley,60,United States,Actor/Actress,0.344228,9.3333
Kirstie Alley,60,United States,Actor/Actress,0.076193,6.333333
Kirstie Alley,60,United States,Actor/Actress,0.101969,7.0
Kirstie Alley,60,United States,Actor/Actress,0.10731,8.0
Kirstie Alley,60,United States,Actor/Actress,0.134834,7.5
Kirstie Alley,60,United States,Actor/Actress,0.123011,8.75
Kirstie Alley,60,United States,Actor/Actress,0.148328,9.166667
Kirstie Alley,60,United States,Actor/Actress,0.121813,9.3333
Kirstie Alley,60,United States,Actor/Actress,0.085918,8.5
Kirstie Alley,61,United States,Actor/Actress,0.116578,7.666667
Kirstie Alley,61,United States,Actor/Actress,0.104754,6.666667
Kirstie Alley,61,United States,Actor/Actress,0.109651,7.0
Kirstie Alley,61,United States,Actor/Actress,0.124029,7.333333
Kirstie Alley,61,United States,Actor/Actress,0.133834,7.666667
Kirstie Alley,61,United States,Actor/Actress,0.160603,8.666667
Kirstie Alley,61,United States,Actor/Actress,0.21897,7.5
Kirstie Alley,61,United States,Actor/Actress,0.24687,8.833333
Kirstie Alley,61,United States,Actor/Actress,0.266207,9.0
Kirstie Alley,61,United States,Actor/Actress,0.344228,9.3333
Kirstie Alley,61,United States,Actor/Actress,0.076193,6.333333
Kirstie Alley,61,United States,Actor/Actress,0.101969,7.0
Kirstie Alley,61,United States,Actor/Actress,0.10731,8.0
Kirstie Alley,61,United States,Actor/Actress,0.134834,7.5
Kirstie Alley,61,United States,Actor/Actress,0.123011,8.75
Kirstie Alley,61,United States,Actor/Actress,0.148328,9.166667
Kirstie Alley,61,United States,Actor/Actress,0.121813,9.3333
Kirstie Alley,61,United States,Actor/Actress,0.085918,8.5
Hines Ward,35,South Korea,Athlete,0.084291,7.0
Hines Ward,35,South Korea,Athlete,0.094536,7.666667
Hines Ward,35,South Korea,Athlete,0.102909,8.333333
Hines Ward,35,South Korea,Athlete,0.110245,8.333333
Hines Ward,35,South Korea,Athlete,0.123709,9.0
Hines Ward,35,South Korea,Athlete,0.13207,9.0
Hines Ward,35,South Korea,Athlete,0.152382,8.25
Hines Ward,35,South Korea,Athlete,0.202003,9.0
Hines Ward,35,South Korea,Athlete,0.234557,10.0
Hines Ward,35,South Korea,Athlete,0.294978,9.888867
Sugar Ray Leonard,54,United States,Athlete,0.085433,5.666667
Sugar Ray Leonard,54,United States,Athlete,0.092745,5.666667
Sugar Ray Leonard,54,United States,Athlete,0.102912,6.666667
Sugar Ray Leonard,54,United States,Athlete,0.003005,7.0
Chris Jericho,40,United States,Athlete,0.0953,6.333333
Chris Jericho,40,United States,Athlete,0.117259,7.666667
Chris Jericho,40,United States,Athlete,0.108247,7.0
Chris Jericho,40,United States,Athlete,0.127194,7.666667
Chris Jericho,40,United States,Athlete,0.14753,8.666667
Chris Jericho,40,United States,Athlete,0.065681,7.333333
Petra Nemcova,31,Czechoslovakia,Model,0.07173,6.0
Petra Nemcova,31,Czechoslovakia,Model,0.073741,6.0
Petra Nemcova,31,Czechoslovakia,Model,0.101479,8.333333
Petra Nemcova,31,Czechoslovakia,Model,0.100184,7.666667
Petra Nemcova,31,Czechoslovakia,Model,0.0443,7.333333
Mike Catherwood,32,United States,Radio Personality,0.064374,4.333333
Mike Catherwood,32,United States,Radio Personality,0.003815,5.666667
Romeo,21,United States,Singer/Rapper,0.096209,6.333333
Romeo,21,United States,Singer/Rapper,0.118162,7.666667
Romeo,21,United States,Singer/Rapper,0.103081,6.666667
Romeo,21,United States,Singer/Rapper,0.126352,7.666667
Romeo,21,United States,Singer/Rapper,0.149,8.666667
Romeo,21,United States,Singer/Rapper,0.171034,9.333333
Romeo,21,United States,Singer/Rapper,0.217156,7.5
Romeo,21,United States,Singer/Rapper,0.004309,8.666667
Wendy Williams,46,United States,TV Personality,0.069828,4.666667
Wendy Williams,46,United States,TV Personality,0.094073,5.666667
Wendy Williams,46,United States,TV Personality,0.027665,5.0
Kendra Wilkinson,25,United States,TV Personality,0.088648,6.0
Kendra Wilkinson,25,United States,TV Personality,0.096006,6.333333
Kendra Wilkinson,25,United States,TV Personality,0.114613,7.666667
Kendra Wilkinson,25,United States,TV Personality,0.125513,6.0
Kendra Wilkinson,25,United States,TV Personality,0.123274,7.333333
Kendra Wilkinson,25,United States,TV Personality,0.149435,8.333333
Kendra Wilkinson,25,United States,TV Personality,0.035428,7.625
Elisabetta Canalis,33,Italy,Actor/Actress,0.061637,5.0
Elisabetta Canalis,33,Italy,Actor/Actress,0.001985,7.0
David Arquette,40,United States,Actor/Actress,0.09166,6.0
David Arquette,40,United States,Actor/Actress,0.105719,6.0
David Arquette,40,United States,Actor/Actress,0.107931,8.0
David Arquette,40,United States,Actor/Actress,0.1156,7.666667
David Arquette,40,United States,Actor/Actress,0.143981,8.333333
David Arquette,40,United States,Actor/Actress,0.149893,7.666667
David Arquette,40,United States,Actor/Actress,0.003911,7.833333
Ricki Lake,42,United States,Actor/Actress,0.100767,6.666667
Ricki Lake,42,United States,Actor/Actress,0.105824,7.666667
Ricki Lake,42,United States,Actor/Actress,0.11666,9.0
Ricki Lake,42,United States,Actor/Actress,0.145302,9.666667
Ricki Lake,42,United States,Actor/Actress,0.137785,8.0
Ricki Lake,42,United States,Actor/Actress,0.187465,9.666667
Ricki Lake,42,United States,Actor/Actress,0.205746,8.833333
Ricki Lake,42,United States,Actor/Actress,0.220214,8.666667
Ricki Lake,42,United States,Actor/Actress,0.308459,11.166633
Ricki Lake,42,United States,Actor/Actress,0.334954,9.3333
J.R. Martinez,28,United States,Actor/Actress,0.110424,7.333333
J.R. Martinez,28,United States,Actor/Actress,0.099891,7.333333
J.R. Martinez,28,United States,Actor/Actress,0.111366,8.666667
J.R. Martinez,28,United States,Actor/Actress,0.130444,8.666667
J.R. Martinez,28,United States,Actor/Actress,0.159462,9.333333
J.R. Martinez,28,United States,Actor/Actress,0.186839,9.666667
J.R. Martinez,28,United States,Actor/Actress,0.188716,8.0
J.R. Martinez,28,United States,Actor/Actress,0.251482,10.0
J.R. Martinez,28,United States,Actor/Actress,0.261622,9.333333
J.R. Martinez,28,United States,Actor/Actress,0.336597,9.388833
Metta World Peace (Ron),31,United States,Athlete,0.005591,4.666667
Hope Solo,30,United States,Athlete,0.103519,7.0
Hope Solo,30,United States,Athlete,0.10943,6.333333
Hope Solo,30,United States,Athlete,0.109737,8.0
Hope Solo,30,United States,Athlete,0.118225,8.0
Hope Solo,30,United States,Athlete,0.13554,8.0
Hope Solo,30,United States,Athlete,0.128359,6.666667
Hope Solo,30,United States,Athlete,0.191285,8.333333
Hope Solo,30,United States,Athlete,0.216259,8.666667
Hope Solo,30,United States,Athlete,0.140119,8.1666
Chynna Phillips,43,United States,Singer/Rapper,0.110244,7.333333
Chynna Phillips,43,United States,Singer/Rapper,0.095802,7.0
Chynna Phillips,43,United States,Singer/Rapper,0.110762,8.666667
Chynna Phillips,43,United States,Singer/Rapper,0.00272,7.0
Kristin Cavallari,24,United States,TV Personality,0.091917,6.333333
Kristin Cavallari,24,United States,TV Personality,0.09764,7.333333
Kristin Cavallari,24,United States,TV Personality,0.001965,8.0
Carson Kressley,41,United States,TV Personality,0.083617,5.666667
Carson Kressley,41,United States,TV Personality,0.101711,6.0
Carson Kressley,41,United States,TV Personality,0.122671,7.666667
Carson Kressley,41,United States,TV Personality,0.125404,6.666667
Carson Kressley,41,United States,TV Personality,0.04746,6.333333
Chaz Bono,42,United States,TV Personality,0.083416,5.666667
Chaz Bono,42,United States,TV Personality,0.096025,5.666667
Chaz Bono,42,United States,TV Personality,0.095981,6.0
Chaz Bono,42,United States,TV Personality,0.123189,7.0
Chaz Bono,42,United States,TV Personality,0.116451,7.0
Chaz Bono,42,United States,TV Personality,0.059383,6.333333
Nancy Grace,51,United States,TV Personality,0.07875,5.333333
Nancy Grace,51,United States,TV Personality,0.09312,7.0
Nancy Grace,51,United States,TV Personality,0.11197,7.0
Nancy Grace,51,United States,TV Personality,0.122457,7.0
Nancy Grace,51,United States,TV Personality,0.121529,7.333333
Nancy Grace,51,United States,TV Personality,0.150486,8.0
Nancy Grace,51,United States,TV Personality,0.218803,7.333333
Nancy Grace,51,United States,TV Personality,0.10484,7.333333
Rob Kardashian,24,United States,TV Personality,0.078458,5.333333
Rob Kardashian,24,United States,TV Personality,0.092852,7.0
Rob Kardashian,24,United States,TV Personality,0.110956,8.0
Rob Kardashian,24,United States,TV Personality,0.116659,8.0
Rob Kardashian,24,United States,TV Personality,0.137792,8.333333
Rob Kardashian,24,United States,TV Personality,0.137575,7.333333
Rob Kardashian,24,United States,TV Personality,0.191539,8.5
Rob Kardashian,24,United States,TV Personality,0.207205,8.5
Rob Kardashian,24,United States,TV Personality,0.289801,10.833267
Rob Kardashian,24,United States,TV Personality,0.328449,9.4444
William Levy,31,Cuba,Actor/Actress,0.075804,8.0
William Levy,31,Cuba,Actor/Actress,0.082343,8.333333
William Levy,31,Cuba,Actor/Actress,0.087814,9.333333
William Levy,31,Cuba,Actor/Actress,0.085741,7.333333
William Levy,31,Cuba,Actor/Actress,0.116576,9.666667
William Levy,31,Cuba,Actor/Actress,0.127029,12.0
William Levy,31,Cuba,Actor/Actress,0.13973,8.833333
William Levy,31,Cuba,Actor/Actress,0.171983,9.5
William Levy,31,Cuba,Actor/Actress,0.315104,9.666667
William Levy,31,Cuba,Actor/Actress,0.315117,9.888867
Jack Wagner,52,United States,Actor/Actress,0.090348,7.666667
Jack Wagner,52,United States,Actor/Actress,0.086615,7.0
Jack Wagner,52,United States,Actor/Actress,0.009836,8.0
Sherri Sheperd,44,United States,Actor/Actress,0.09044,7.666667
Sherri Sheperd,44,United States,Actor/Actress,0.094622,7.666667
Sherri Sheperd,44,United States,Actor/Actress,0.1032,8.0
Sherri Sheperd,44,United States,Actor/Actress,0.002627,7.0
Jaleel White,35,United States,Actor/Actress,0.101908,8.666667
Jaleel White,35,United States,Actor/Actress,0.090218,7.333333
Jaleel White,35,United States,Actor/Actress,0.097735,8.333333
Jaleel White,35,United States,Actor/Actress,0.107341,7.333333
Jaleel White,35,United States,Actor/Actress,0.120532,8.0
Jaleel White,35,United States,Actor/Actress,0.162042,12.333267
Jaleel White,35,United States,Actor/Actress,0.00298,8.5
Roshon Fegan,20,United States,Actor/Actress,0.09053,7.666667
Roshon Fegan,20,United States,Actor/Actress,0.106427,8.666667
Roshon Fegan,20,United States,Actor/Actress,0.098306,8.333333
Roshon Fegan,20,United States,Actor/Actress,0.125104,8.666667
Roshon Fegan,20,United States,Actor/Actress,0.130171,8.666667
Roshon Fegan,20,United States,Actor/Actress,0.123751,9.333267
Roshon Fegan,20,United States,Actor/Actress,0.168495,8.666667
Roshon Fegan,20,United States,Actor/Actress,0.158444,9.333333
Melissa Gilbert,47,United States,Actor/Actress,0.079055,6.666667
Melissa Gilbert,47,United States,Actor/Actress,0.082623,6.666667
Melissa Gilbert,47,United States,Actor/Actress,0.103175,8.0
Melissa Gilbert,47,United States,Actor/Actress,0.106625,7.333333
Melissa Gilbert,47,United States,Actor/Actress,0.106282,7.0
Melissa Gilbert,47,United States,Actor/Actress,0.132006,10.0
Melissa Gilbert,47,United States,Actor/Actress,0.200759,7.833333
Melissa Gilbert,47,United States,Actor/Actress,0.067134,8.5
Martina Navratilova,55,Czechoslovakia,Athlete,0.062326,6.666667
Martina Navratilova,55,Czechoslovakia,Athlete,0.014929,5.666667
Donald Driver,37,United States,Athlete,0.081303,7.0
Donald Driver,37,United States,Athlete,0.096243,8.0
Donald Driver,37,United States,Athlete,0.099588,8.666667
Donald Driver,37,United States,Athlete,0.126402,9.0
Donald Driver,37,United States,Athlete,0.132888,9.0
Donald Driver,37,United States,Athlete,0.146373,11.3333
Donald Driver,37,United States,Athlete,0.168094,8.833333
Donald Driver,37,United States,Athlete,0.218558,9.166667
Donald Driver,37,United States,Athlete,0.379594,9.5
Donald Driver,37,United States,Athlete,0.37047,9.888867
Gavin DeGraw,35,United States,Singer/Rapper,0.078019,6.666667
Gavin DeGraw,35,United States,Singer/Rapper,0.085329,7.0
Gavin DeGraw,35,United States,Singer/Rapper,0.104235,8.0
Gavin DeGraw,35,United States,Singer/Rapper,0.110043,7.666667
Gavin DeGraw,35,United States,Singer/Rapper,0.037881,6.333333
Gladys Knight,67,United States,Singer/Rapper,0.089684,7.666667
Gladys Knight,67,United States,Singer/Rapper,0.078074,6.333333
Gladys Knight,67,United States,Singer/Rapper,0.104679,8.0
Gladys Knight,67,United States,Singer/Rapper,0.123157,6.666667
Gladys Knight,67,United States,Singer/Rapper,0.109928,7.333333
Gladys Knight,67,United States,Singer/Rapper,0.046169,8.0
Katherine Jenkins,31,Wales,Singer/Rapper,0.080943,8.666667
Katherine Jenkins,31,Wales,Singer/Rapper,0.084335,8.666667
Katherine Jenkins,31,Wales,Singer/Rapper,0.0902,9.666667
Katherine Jenkins,31,Wales,Singer/Rapper,0.092734,8.0
Katherine Jenkins,31,Wales,Singer/Rapper,0.115518,9.666667
Katherine Jenkins,31,Wales,Singer/Rapper,0.135929,12.999967
Katherine Jenkins,31,Wales,Singer/Rapper,0.142208,9.0
Katherine Jenkins,31,Wales,Singer/Rapper,0.177733,9.166667
Katherine Jenkins,31,Wales,Singer/Rapper,0.301357,9.333333
Katherine Jenkins,31,Wales,Singer/Rapper,0.314413,10.0
Maria Menounos,33,United States,TV Personality,0.079642,7.0
Maria Menounos,33,United States,TV Personality,0.098244,8.333333
Maria Menounos,33,United States,TV Personality,0.101233,9.0
Maria Menounos,33,United States,TV Personality,0.120227,8.666667
Maria Menounos,33,United States,TV Personality,0.130226,9.0
Maria Menounos,33,United States,TV Personality,0.126701,9.999967
Maria Menounos,33,United States,TV Personality,0.177736,9.5
Maria Menounos,33,United States,TV Personality,0.206147,8.833333
Maria Menounos,33,United States,TV Personality,0.003945,9.833333
Ingo Rademacher,41,Germany,Actor/Actress,0.073991,6.666667
Ingo Rademacher,41,Germany,Actor/Actress,0.072957,6.666667
Ingo Rademacher,41,Germany,Actor/Actress,0.079737,7.0
Ingo Rademacher,41,Germany,Actor/Actress,0.091014,7.666667
Ingo Rademacher,41,Germany,Actor/Actress,0.089416,7.0
Ingo Rademacher,41,Germany,Actor/Actress,0.109406,7.666667
Ingo Rademacher,41,Germany,Actor/Actress,0.120298,8.333333
Ingo Rademacher,41,Germany,Actor/Actress,0.139481,8.0
Ingo Rademacher,41,Germany,Actor/Actress,0.095394,8.5
Zendaya,16,United States,Actor/Actress,0.109441,8.0
Zendaya,16,United States,Actor/Actress,0.116356,8.666667
Zendaya,16,United States,Actor/Actress,0.121878,8.6666
Zendaya,16,United States,Actor/Actress,0.12783,8.666667
Zendaya,16,United States,Actor/Actress,0.150656,9.666667
Zendaya,16,United States,Actor/Actress,0.150265,8.5
Zendaya,16,United States,Actor/Actress,0.178102,10.0
Zendaya,16,United States,Actor/Actress,0.206905,9.666667
Zendaya,16,United States,Actor/Actress,0.218123,9.166667
Zendaya,16,United States,Actor/Actress,0.258604,10.0
Dorothy Hamill,56,United States,Athlete,0.094546,7.0
Dorothy Hamill,56,United States,Athlete,0.018829,5.0
Victor Ortiz,26,United States,Athlete,0.081368,6.0
Victor Ortiz,26,United States,Athlete,0.080008,6.0
Victor Ortiz,26,United States,Athlete,0.10567,7.666667
Victor Ortiz,26,United States,Athlete,0.087948,6.0
Victor Ortiz,26,United States,Athlete,0.109505,7.0
Victor Ortiz,26,United States,Athlete,0.050794,6.666667
Alexandra Raisman,18,United States,Athlete,0.094454,7.0
Alexandra Raisman,18,United States,Athlete,0.105899,8.0
Alexandra Raisman,18,United States,Athlete,0.106531,7.666667
Alexandra Raisman,18,United States,Athlete,0.13003,9.0
Alexandra Raisman,18,United States,Athlete,0.128077,8.333333
Alexandra Raisman,18,United States,Athlete,0.149945,8.666667
Alexandra Raisman,18,United States,Athlete,0.185942,10.666667
Alexandra Raisman,18,United States,Athlete,0.196361,9.333333
Alexandra Raisman,18,United States,Athlete,0.229566,9.833333
Alexandra Raisman,18,United States,Athlete,0.246946,9.666667
Jacoby Jones,28,United States,Athlete,0.090083,6.666667
Jacoby Jones,28,United States,Athlete,0.101369,7.666667
Jacoby Jones,28,United States,Athlete,0.119503,8.6666
Jacoby Jones,28,United States,Athlete,0.115945,8.0
Jacoby Jones,28,United States,Athlete,0.134462,8.666667
Jacoby Jones,28,United States,Athlete,0.130235,7.5
Jacoby Jones,28,United States,Athlete,0.157844,9.0
Jacoby Jones,28,United States,Athlete,0.182824,8.666667
Jacoby Jones,28,United States,Athlete,0.229539,9.833333
Jacoby Jones,28,United States,Athlete,0.238581,9.3333
D. L. Hughley,50,United States,Comedian,0.05411,4.0
D. L. Hughley,50,United States,Comedian,0.07023,5.333333
D. L. Hughley,50,United States,Comedian,0.07364,5.333333
D. L. Hughley,50,United States,Comedian,0.100431,7.0
D. L. Hughley,50,United States,Comedian,0.02572,6.0
Andy Dick,47,United States,Comedian,0.075566,5.666667
Andy Dick,47,United States,Comedian,0.087198,6.666667
Andy Dick,47,United States,Comedian,0.08213,6.0
Andy Dick,47,United States,Comedian,0.100131,7.0
Andy Dick,47,United States,Comedian,0.100636,6.0
Andy Dick,47,United States,Comedian,0.1222,7.166667
Andy Dick,47,United States,Comedian,0.049535,5.666667
Wynonna Judd,48,United States,Singer/Rapper,0.082335,6.0
Wynonna Judd,48,United States,Singer/Rapper,0.081241,6.0
Wynonna Judd,48,United States,Singer/Rapper,0.022485,5.0
Kellie Pickler,26,United States,Singer/Rapper,0.095603,7.0
Kellie Pickler,26,United States,Singer/Rapper,0.115411,8.666667
Kellie Pickler,26,United States,Singer/Rapper,0.116075,8.333333
Kellie Pickler,26,United States,Singer/Rapper,0.127139,8.666667
Kellie Pickler,26,United States,Singer/Rapper,0.140424,9.0
Kellie Pickler,26,United States,Singer/Rapper,0.156825,9.0
Kellie Pickler,26,United States,Singer/Rapper,0.169843,9.666667
Kellie Pickler,26,United States,Singer/Rapper,0.195324,9.166667
Kellie Pickler,26,United States,Singer/Rapper,0.227378,9.666667
Kellie Pickler,26,United States,Singer/Rapper,0.255869,10.0
Lisa Vanderpump,52,England,TV Personality,0.064191,6.0
Lisa Vanderpump,52,England,TV Personality,0.063333,6.0
Lisa Vanderpump,52,England,TV Personality,0.076778,7.0
Lisa Vanderpump,52,England,TV Personality,0.024638,6.0
Sean Lowe,29,United States,TV Personality,0.084312,6.333333
Sean Lowe,29,United States,TV Personality,0.08717,6.666667
Sean Lowe,29,United States,TV Personality,0.095572,7.0
Sean Lowe,29,United States,TV Personality,0.094895,6.666667
Sean Lowe,29,United States,TV Personality,0.121105,8.0
Sean Lowe,29,United States,TV Personality,0.130331,7.666667
Sean Lowe,29,United States,TV Personality,0.138436,8.0
Sean Lowe,29,United States,TV Personality,0.079106,7.0
Valerie Harper,74,United States,Actor/Actress,0.086318,7.0
Valerie Harper,74,United States,Actor/Actress,0.079074,6.333333
Valerie Harper,74,United States,Actor/Actress,0.072595,5.333333
Valerie Harper,74,United States,Actor/Actress,0.029819,6.0
Brant Daugherty,28,United States,Actor/Actress,0.090063,7.333333
Brant Daugherty,28,United States,Actor/Actress,0.095366,7.666667
Brant Daugherty,28,United States,Actor/Actress,0.115587,9.0
